country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source,datetime
Austria,AT,2020-W01,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-01-06
Austria,AT,2020-W02,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-01-13
Austria,AT,2020-W03,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-01-20
Austria,AT,2020-W04,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-01-27
Austria,AT,2020-W05,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-02-03
Austria,AT,2020-W06,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-02-10
Austria,AT,2020-W07,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-02-17
Austria,AT,2020-W08,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-02-24
Austria,AT,2020-W09,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-03-02
Austria,AT,2020-W10,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-03-09
Austria,AT,2020-W11,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-03-16
Austria,AT,2020-W12,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-03-23
Austria,AT,2020-W13,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-03-30
Austria,AT,2020-W14,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2020-04-06
Austria,AT,2020-W15,national,AT,Austria,1841.0,12339.0,8932664,138.133484,14.92017181,Manual webscraping,2020-04-13
Austria,AT,2020-W16,national,AT,Austria,684.0,58488.0,8932664,654.7654765,1.169470661,Manual webscraping,2020-04-20
Austria,AT,2020-W17,national,AT,Austria,448.0,33443.0,8932664,374.3899916,1.33959274,Manual webscraping,2020-04-27
Austria,AT,2020-W18,national,AT,Austria,312.0,26598.0,8932664,297.7611158,1.173020528,Country website,2020-05-04
Austria,AT,2020-W19,national,AT,Austria,264.0,42153.0,8932664,471.8972974,0.626289944,Country website,2020-05-11
Austria,AT,2020-W20,national,AT,Austria,335.0,46001.0,8932664,514.9751519,0.728245038,Country website,2020-05-18
Austria,AT,2020-W21,national,AT,Austria,265.0,39348.0,8932664,440.4956909,0.673477686,Country website,2020-05-25
Austria,AT,2020-W22,national,AT,Austria,195.0,46677.0,8932664,522.5428831,0.417764638,Country website,2020-06-01
Austria,AT,2020-W23,national,AT,Austria,227.0,41063.0,8932664,459.6948906,0.552809098,Country website,2020-06-08
Austria,AT,2020-W24,national,AT,Austria,172.0,35243.0,8932664,394.5407551,0.488040178,Country website,2020-06-15
Austria,AT,2020-W25,national,AT,Austria,248.0,15775.0,8932664,176.5990526,1.572107765,Country website,2020-06-22
Austria,AT,2020-W26,national,AT,Austria,335.0,61905.0,8932664,693.0183426,0.541151765,Country website,2020-06-29
Austria,AT,2020-W27,national,AT,Austria,640.0,45284.0,8932664,506.9484311,1.413302712,Country website,2020-07-06
Austria,AT,2020-W28,national,AT,Austria,596.0,48936.0,8932664,547.8320913,1.21791728,Country website,2020-07-13
Austria,AT,2020-W29,national,AT,Austria,784.0,51929.0,8932664,581.3383331,1.509753702,Country website,2020-07-20
Austria,AT,2020-W30,national,AT,Austria,872.0,99229.0,8932664,1110.855619,0.878775358,Country website,2020-07-27
Austria,AT,2020-W31,national,AT,Austria,794.0,57416.0,8932664,642.7645773,1.382889787,Country website,2020-08-03
Austria,AT,2020-W32,national,AT,Austria,722.0,56554.0,8932664,633.1146005,1.276655939,Country website,2020-08-10
Austria,AT,2020-W33,national,AT,Austria,1463.0,56622.0,8932664,633.8758516,2.583801349,Country website,2020-08-17
Austria,AT,2020-W34,national,AT,Austria,1907.0,76497.0,8932664,856.3738656,2.492908219,Country website,2020-08-24
Austria,AT,2020-W35,national,AT,Austria,1941.0,77105.0,8932664,863.1803458,2.517346476,Country website,2020-08-31
Austria,AT,2020-W36,national,AT,Austria,2268.0,83733.0,8932664,937.379935,2.708609509,Country website,2020-09-07
Austria,AT,2020-W37,national,AT,Austria,3997.0,86241.0,8932664,965.4566656,4.634686518,Country website,2020-09-14
Austria,AT,2020-W38,national,AT,Austria,5212.0,102617.0,8932664,1148.783834,5.079080464,Country website,2020-09-21
Austria,AT,2020-W39,national,AT,Austria,4656.0,110816.0,8932664,1240.570562,4.201559342,Country website,2020-09-28
Austria,AT,2020-W40,national,AT,Austria,5598.0,130874.0,8932664,1465.117237,4.27739658,Country website,2020-10-05
Austria,AT,2020-W41,national,AT,Austria,7488.0,124663.0,8932664,1395.585908,6.006593777,TESSy,2020-10-12
Austria,AT,2020-W42,national,AT,Austria,9904.0,129647.0,8932664,1451.381133,7.639204918,TESSy,2020-10-19
Austria,AT,2020-W43,national,AT,Austria,18274.0,158997.0,8932664,1779.950528,11.49329862,TESSy,2020-10-26
Austria,AT,2020-W44,national,AT,Austria,31620.0,167926.0,8932664,1879.90951,18.82972262,TESSy,2020-11-02
Austria,AT,2020-W45,national,AT,Austria,44760.0,199567.0,8932664,2234.126348,22.42855783,TESSy,2020-11-09
Austria,AT,2020-W46,national,AT,Austria,47886.0,215044.0,8932664,2407.38933,22.26800097,TESSy,2020-11-16
Austria,AT,2020-W47,national,AT,Austria,40745.0,207745.0,8932664,2325.677984,19.61298708,TESSy,2020-11-23
Austria,AT,2020-W48,national,AT,Austria,31165.0,196461.0,8932664,2199.355086,15.86319931,TESSy,2020-11-30
Austria,AT,2020-W49,national,AT,Austria,23081.0,163770.0,8932664,1833.383636,14.09354583,TESSy,2020-12-07
Austria,AT,2020-W50,national,AT,Austria,18707.0,162984.0,8932664,1824.584469,11.47781377,TESSy,2020-12-14
Austria,AT,2020-W51,national,AT,Austria,14864.0,185766.0,8932664,2079.625966,8.001464208,TESSy,2020-12-21
Austria,AT,2020-W52,national,AT,Austria,13344.0,163961.0,8932664,1835.521856,8.138520746,TESSy,2020-12-28
Austria,AT,2020-W53,national,AT,Austria,14907.0,127657.0,8932664,1429.103345,11.67738549,TESSy,2021-01-04
Austria,AT,2021-W01,national,AT,Austria,14718.0,137035.0,8932664,1534.088823,10.74032182,TESSy,2021-01-04
Austria,AT,2021-W02,national,AT,Austria,11282.0,911735.0,8932664,10206.75355,1.237420961,TESSy,2021-01-11
Austria,AT,2021-W03,national,AT,Austria,10719.0,1144351.0,8932664,12810.85911,0.936688132,TESSy,2021-01-18
Austria,AT,2021-W04,national,AT,Austria,10409.0,655713.0,8932664,7340.620894,1.587432307,TESSy,2021-01-25
Austria,AT,2021-W05,national,AT,Austria,10707.0,960284.0,8932664,10750.25323,1.114982651,TESSy,2021-02-01
Austria,AT,2021-W06,national,AT,Austria,10019.0,1477892.0,8932664,16544.80679,0.677925045,TESSy,2021-02-08
Austria,AT,2021-W07,national,AT,Austria,12569.0,1500910.0,8932664,16802.49028,0.837425295,TESSy,2021-02-15
Austria,AT,2021-W08,national,AT,Austria,17752.0,1582385.0,8932664,17714.5922,1.121850877,TESSy,2021-02-22
Austria,AT,2021-W09,national,AT,Austria,20508.0,1651867.0,8932664,18492.43406,1.24150431,TESSy,2021-03-01
Austria,AT,2021-W10,national,AT,Austria,23051.0,1829934.0,8932664,20485.87073,1.259662917,TESSy,2021-03-08
Austria,AT,2021-W11,national,AT,Austria,26266.0,1991339.0,8932664,22292.7785,1.319011981,TESSy,2021-03-15
Austria,AT,2021-W12,national,AT,Austria,27808.0,2081325.0,8932664,23300.15995,1.336071973,TESSy,2021-03-22
Austria,AT,2021-W13,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-03-29
Austria,AT,2021-W14,national,AT,Austria,20417.0,2067620.0,8932664,23146.73428,0.987463847,TESSy,2021-04-05
Austria,AT,2021-W15,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-04-12
Austria,AT,2021-W16,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-04-19
Austria,AT,2021-W17,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-04-26
Austria,AT,2021-W18,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-05-03
Austria,AT,2021-W19,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-05-10
Austria,AT,2021-W20,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-05-17
Austria,AT,2021-W21,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-05-24
Austria,AT,2021-W22,national,AT,Austria,2883.0,4859495.0,8932664,54401.40814,0.059327152,TESSy,2021-05-31
Austria,AT,2021-W23,national,AT,Austria,2115.0,5649558.0,8932664,63246.05963,0.037436557,TESSy,2021-06-07
Austria,AT,2021-W24,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-06-14
Austria,AT,2021-W25,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-06-21
Austria,AT,2021-W26,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-06-28
Austria,AT,2021-W27,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-07-05
Austria,AT,2021-W28,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-07-12
Austria,AT,2021-W29,national,AT,Austria,3378.0,2807249.0,8932664,31426.78377,0.120331328,TESSy,2021-07-19
Austria,AT,2021-W30,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-07-26
Austria,AT,2021-W31,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2021-08-02
Austria,AT,2021-W32,national,AT,Austria,7256.0,2584647.0,8932664,28934.78362,0.280734661,TESSy,2021-08-09
Austria,AT,2021-W33,national,AT,Austria,9628.0,465080.0,8932664,5206.509503,2.070181474,TESSy,2021-08-16
Austria,AT,2021-W34,national,AT,Austria,11033.0,2703030.0,8932664,30260.06575,0.40817157,TESSy,2021-08-23
Austria,AT,2021-W35,national,AT,Austria,13094.0,2840922.0,8932664,31803.74858,0.460906706,TESSy,2021-08-30
Austria,AT,2021-W36,national,AT,Austria,15076.0,3308862.0,8932664,37042.27541,0.455624925,TESSy,2021-09-06
Austria,AT,2021-W37,national,AT,Austria,14651.0,2975110.0,8932664,33305.96561,0.49245238,TESSy,2021-09-13
Austria,AT,2021-W38,national,AT,Austria,12588.0,3163381.0,8932664,35413.63472,0.397928672,TESSy,2021-09-20
Austria,AT,2021-W39,national,AT,Austria,13955.0,3015264.0,8932664,33755.48437,0.46281188,TESSy,2021-09-27
Austria,AT,2021-W40,national,AT,Austria,13733.0,3662031.0,8932664,40995.95597,0.375010479,TESSy,2021-10-04
Austria,AT,2021-W41,national,AT,Austria,16167.0,3594537.0,8932664,40240.3695,0.449765853,TESSy,2021-10-11
Austria,AT,2021-W42,national,AT,Austria,24516.0,3690879.0,8932664,41318.90554,0.664232016,TESSy,2021-10-18
Austria,AT,2021-W43,national,AT,Austria,34657.0,3074257.0,8932664,34415.90325,1.127329303,TESSy,2021-10-25
Austria,AT,2021-W44,national,AT,Austria,56598.0,4763048.0,8932664,53321.69664,1.188272719,TESSy,2021-11-01
Austria,AT,2021-W45,national,AT,Austria,78957.0,4309646.0,8932664,48245.92081,1.832099435,TESSy,2021-11-08
Austria,AT,2021-W46,national,AT,Austria,97401.0,5909773.0,8932664,66159.13237,1.64813437,TESSy,2021-11-15
Austria,AT,2021-W47,national,AT,Austria,82812.0,7827648.0,8932664,87629.49105,1.057942309,TESSy,2021-11-22
Austria,AT,2021-W48,national,AT,Austria,51092.0,6021454.0,8932664,67409.38649,0.848499382,TESSy,2021-11-29
Austria,AT,2021-W49,national,AT,Austria,29436.0,5066057.0,8932664,56713.84259,0.581043601,TESSy,2021-12-06
Austria,AT,2021-W50,national,AT,Austria,19162.0,5990972.0,8932664,67068.14451,0.319847931,TESSy,2021-12-13
Austria,AT,2021-W51,national,AT,Austria,15212.0,4770559.0,8932664,53405.7813,0.318872484,TESSy,2021-12-20
Austria,AT,2021-W52,national,AT,Austria,23229.0,4844026.0,8932664,54228.23471,0.479539127,TESSy,2021-12-27
Austria,AT,2022-W01,national,AT,Austria,62580.0,4168221.0,8932664,46662.68652,1.501359933,TESSy,2022-01-03
Austria,AT,2022-W02,national,AT,Austria,111182.0,7970300.0,8932664,89226.46145,1.394953766,TESSy,2022-01-10
Austria,AT,2022-W03,national,AT,Austria,176623.0,7790563.0,8932664,87214.32934,2.267140385,TESSy,2022-01-17
Austria,AT,2022-W04,national,AT,Austria,227771.0,7923740.0,8932664,88705.22836,2.874539043,TESSy,2022-01-24
Austria,AT,2022-W05,national,AT,Austria,232055.0,7927760.0,8932664,88750.23173,2.927119388,TESSy,2022-01-31
Austria,AT,2022-W06,national,AT,Austria,217145.0,6113208.0,8932664,68436.56047,3.552063008,TESSy,2022-02-07
Austria,AT,2022-W07,national,AT,Austria,196474.0,6216441.0,8932664,69592.24034,3.160554407,TESSy,2022-02-14
Austria,AT,2022-W08,national,AT,Austria,185997.0,5714168.0,8932664,63969.36009,3.255014553,TESSy,2022-02-21
Austria,AT,2022-W09,national,AT,Austria,217879.0,5794561.0,8932664,64869.34917,3.760060512,TESSy,2022-02-28
Austria,AT,2022-W10,national,AT,Austria,300507.0,5859407.0,8932664,65595.29162,5.128624791,TESSy,2022-03-07
Austria,AT,2022-W11,national,AT,Austria,317882.0,6155757.0,8932664,68912.89094,5.16397902,TESSy,2022-03-14
Austria,AT,2022-W12,national,AT,Austria,250075.0,4714316.0,8932664,52776.1483,5.304587134,TESSy,2022-03-21
Austria,AT,2022-W13,national,AT,Austria,154021.0,4598686.0,8932664,51481.68564,3.349239326,TESSy,2022-03-28
Austria,AT,2022-W14,national,AT,Austria,98666.0,3450406.0,8932664,38626.84189,2.859547543,TESSy,2022-04-04
Austria,AT,2022-W15,national,AT,Austria,65447.0,1472830.0,8932664,16488.13836,4.443622142,TESSy,2022-04-11
Austria,AT,2022-W16,national,AT,Austria,50967.0,1492969.0,8932664,16713.59182,3.413801626,TESSy,2022-04-18
Austria,AT,2022-W17,national,AT,Austria,42790.0,1403772.0,8932664,15715.04313,3.048215807,TESSy,2022-04-25
Austria,AT,2022-W18,national,AT,Austria,39279.0,1469716.0,8932664,16453.27754,2.672557147,TESSy,2022-05-02
Austria,AT,2022-W19,national,AT,Austria,31695.0,1621328.0,8932664,18150.55397,1.954878963,TESSy,2022-05-09
Austria,AT,2022-W20,national,AT,Austria,22601.0,1289409.0,8932664,14434.76437,1.752818539,TESSy,2022-05-16
Austria,AT,2022-W21,national,AT,Austria,17013.0,1245967.0,8932664,13948.43688,1.365445473,TESSy,2022-05-23
Austria,AT,2022-W22,national,AT,Austria,21596.0,1091054.0,8932664,12214.2062,1.979370407,TESSy,2022-05-30
Austria,AT,2022-W23,national,AT,Austria,27872.0,798495.0,8932664,8939.046627,3.490566628,TESSy,2022-06-06
Austria,AT,2022-W24,national,AT,Austria,43189.0,761356.0,8932664,8523.280401,5.67264197,TESSy,2022-06-13
Austria,AT,2022-W25,national,AT,Austria,63126.0,876743.0,8932664,9815.022708,7.200057485,TESSy,2022-06-20
Austria,AT,2022-W26,national,AT,Austria,74009.0,911142.0,8932664,10200.11499,8.122663646,TESSy,2022-06-27
Austria,AT,2022-W27,national,AT,Austria,75806.0,869033.0,8932664,9728.710271,8.72302893,TESSy,2022-07-04
Austria,AT,2022-W28,national,AT,Austria,86087.0,1019276.0,8932664,11410.66092,8.445896892,TESSy,2022-07-11
Austria,AT,2022-W29,national,AT,Austria,82392.0,850510.0,8932664,9521.347719,9.687364052,TESSy,2022-07-18
Austria,AT,2022-W30,national,AT,Austria,57426.0,665041.0,8932664,7445.046629,8.634956341,TESSy,2022-07-25
Austria,AT,2022-W31,national,AT,Austria,45063.0,628744.0,8932664,7038.706482,7.167145929,TESSy,2022-08-01
Austria,AT,2022-W32,national,AT,Austria,41049.0,645056.0,8932664,7221.317179,6.363633545,TESSy,2022-08-08
Austria,AT,2022-W33,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2022-08-15
Austria,AT,2022-W34,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2022-08-22
Austria,AT,2022-W35,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2022-08-29
Austria,AT,2022-W36,national,AT,Austria,60313.0,631561.0,8932664,7070.242427,9.549829708,TESSy,2022-09-05
Austria,AT,2022-W37,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2022-09-12
Austria,AT,2022-W38,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2022-09-19
Austria,AT,2022-W39,national,AT,Austria,18490.5,989780.0,8932664,11080.457075,1.7924589869999998,,2022-09-26
Austria,AT,2022-W40,national,AT,Austria,98002.0,862202.0,8932664,9652.238123,11.36647793,TESSy,2022-10-03
Belgium,BE,2020-W01,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-01-06
Belgium,BE,2020-W02,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-01-13
Belgium,BE,2020-W03,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-01-20
Belgium,BE,2020-W04,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-01-27
Belgium,BE,2020-W05,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-02-03
Belgium,BE,2020-W06,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-02-10
Belgium,BE,2020-W07,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-02-17
Belgium,BE,2020-W08,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2020-02-24
Belgium,BE,2020-W09,national,BE,Belgium,0.0,82.0,11566041,0.708972067,0.0,Country website,2020-03-02
Belgium,BE,2020-W10,national,BE,Belgium,0.0,4406.0,11566041,38.09427962,0.0,Country website,2020-03-09
Belgium,BE,2020-W11,national,BE,Belgium,3678.0,9924.0,11566041,85.80291216,37.06166868,Country website,2020-03-16
Belgium,BE,2020-W12,national,BE,Belgium,3673.0,17066.0,11566041,147.55265,21.52232509,Country website,2020-03-23
Belgium,BE,2020-W13,national,BE,Belgium,8130.0,27141.0,11566041,234.6611083,29.95468111,Country website,2020-03-30
Belgium,BE,2020-W14,national,BE,Belgium,9694.0,38426.0,11566041,332.2312276,25.2277104,Country website,2020-04-06
Belgium,BE,2020-W15,national,BE,Belgium,11175.0,53517.0,11566041,462.708026,20.88121531,Country website,2020-04-13
Belgium,BE,2020-W16,national,BE,Belgium,7963.0,65399.0,11566041,565.4398078,12.17602716,Country website,2020-04-20
Belgium,BE,2020-W17,national,BE,Belgium,5703.0,105901.0,11566041,915.6201331,5.38521827,Country website,2020-04-27
Belgium,BE,2020-W18,national,BE,Belgium,3095.0,138836.0,11566041,1200.37617,2.229248898,Country website,2020-05-04
Belgium,BE,2020-W19,national,BE,Belgium,3051.0,146708.0,11566041,1268.437489,2.079641192,Country website,2020-05-11
Belgium,BE,2020-W20,national,BE,Belgium,2071.0,120385.0,11566041,1040.848809,1.720313993,Country website,2020-05-18
Belgium,BE,2020-W21,national,BE,Belgium,1510.0,85575.0,11566041,739.8815204,1.764534034,Country website,2020-05-25
Belgium,BE,2020-W22,national,BE,Belgium,1144.0,87209.0,11566041,754.0090857,1.311791214,TESSy,2020-06-01
Belgium,BE,2020-W23,national,BE,Belgium,847.0,75991.0,11566041,657.0182485,1.114605677,TESSy,2020-06-08
Belgium,BE,2020-W24,national,BE,Belgium,671.0,86874.0,11566041,751.1126755,0.772382991,TESSy,2020-06-15
Belgium,BE,2020-W25,national,BE,Belgium,668.0,88901.0,11566041,768.6381191,0.751397622,TESSy,2020-06-22
Belgium,BE,2020-W26,national,BE,Belgium,607.0,93868.0,11566041,811.5828052,0.646652746,TESSy,2020-06-29
Belgium,BE,2020-W27,national,BE,Belgium,637.0,85012.0,11566041,735.0138219,0.74930598,TESSy,2020-07-06
Belgium,BE,2020-W28,national,BE,Belgium,704.0,77973.0,11566041,674.1546221,0.902876637,TESSy,2020-07-13
Belgium,BE,2020-W29,national,BE,Belgium,1385.0,86865.0,11566041,751.0348615,1.594428136,TESSy,2020-07-20
Belgium,BE,2020-W30,national,BE,Belgium,2489.0,99622.0,11566041,861.3318939,2.498444119,TESSy,2020-07-27
Belgium,BE,2020-W31,national,BE,Belgium,3759.0,145338.0,11566041,1256.592468,2.586384841,TESSy,2020-08-03
Belgium,BE,2020-W32,national,BE,Belgium,4340.0,141302.0,11566041,1221.697208,3.071435648,TESSy,2020-08-10
Belgium,BE,2020-W33,national,BE,Belgium,3751.0,127215.0,11566041,1099.900995,2.948551665,TESSy,2020-08-17
Belgium,BE,2020-W34,national,BE,Belgium,3453.0,137022.0,11566041,1184.692325,2.520033279,TESSy,2020-08-24
Belgium,BE,2020-W35,national,BE,Belgium,3121.0,145319.0,11566041,1256.428194,2.147688878,TESSy,2020-08-31
Belgium,BE,2020-W36,national,BE,Belgium,3655.0,159252.0,11566041,1376.892923,2.295104614,TESSy,2020-09-07
Belgium,BE,2020-W37,national,BE,Belgium,6158.0,213854.0,11566041,1848.98186,2.879534636,TESSy,2020-09-14
Belgium,BE,2020-W38,national,BE,Belgium,10108.0,251200.0,11566041,2171.875407,4.02388535,TESSy,2020-09-21
Belgium,BE,2020-W39,national,BE,Belgium,11274.0,256649.0,11566041,2218.987465,4.392769892,TESSy,2020-09-28
Belgium,BE,2020-W40,national,BE,Belgium,18895.0,259284.0,11566041,2241.769677,7.287376005,TESSy,2020-10-05
Belgium,BE,2020-W41,national,BE,Belgium,38852.0,309616.0,11566041,2676.940191,12.54844711,TESSy,2020-10-12
Belgium,BE,2020-W42,national,BE,Belgium,72232.0,418567.0,11566041,3618.930626,17.25697439,TESSy,2020-10-19
Belgium,BE,2020-W43,national,BE,Belgium,105383.0,467257.0,11566041,4039.904406,22.5535412,TESSy,2020-10-26
Belgium,BE,2020-W44,national,BE,Belgium,99584.0,416375.0,11566041,3599.978593,23.91690183,TESSy,2020-11-02
Belgium,BE,2020-W45,national,BE,Belgium,54006.0,259546.0,11566041,2244.034929,20.80787221,TESSy,2020-11-09
Belgium,BE,2020-W46,national,BE,Belgium,33967.0,199500.0,11566041,1724.877164,17.02606516,TESSy,2020-11-16
Belgium,BE,2020-W47,national,BE,Belgium,22312.0,200292.0,11566041,1731.724797,11.13973599,TESSy,2020-11-23
Belgium,BE,2020-W48,national,BE,Belgium,16261.0,205086.0,11566041,1773.173725,7.928868865,TESSy,2020-11-30
Belgium,BE,2020-W49,national,BE,Belgium,15289.0,209927.0,11566041,1815.029015,7.283007903,TESSy,2020-12-07
Belgium,BE,2020-W50,national,BE,Belgium,16840.0,234165.0,11566041,2024.590783,7.19151026,TESSy,2020-12-14
Belgium,BE,2020-W51,national,BE,Belgium,17714.0,270716.0,11566041,2340.610759,6.543388643,TESSy,2020-12-21
Belgium,BE,2020-W52,national,BE,Belgium,12607.0,206608.0,11566041,1786.332938,6.101893441,TESSy,2020-12-28
Belgium,BE,2020-W53,national,BE,Belgium,8976.0,180686.0,11566041,1562.211305,4.96773408,TESSy,2021-01-04
Belgium,BE,2021-W01,national,BE,Belgium,13692.0,308891.0,11566041,2670.67184,4.432631576,TESSy,2021-01-04
Belgium,BE,2021-W02,national,BE,Belgium,13093.0,307162.0,11566041,2655.722905,4.262571542,TESSy,2021-01-11
Belgium,BE,2021-W03,national,BE,Belgium,14641.0,312018.0,11566041,2697.707885,4.692357492,TESSy,2021-01-18
Belgium,BE,2021-W04,national,BE,Belgium,16375.0,354286.0,11566041,3063.157047,4.621972079,TESSy,2021-01-25
Belgium,BE,2021-W05,national,BE,Belgium,14892.0,348328.0,11566041,3011.644175,4.27528077,TESSy,2021-02-01
Belgium,BE,2021-W06,national,BE,Belgium,12527.0,299526.0,11566041,2589.702042,4.182274661,TESSy,2021-02-08
Belgium,BE,2021-W07,national,BE,Belgium,15361.0,266185.0,11566041,2301.435729,5.770798505,TESSy,2021-02-15
Belgium,BE,2021-W08,national,BE,Belgium,16648.0,288336.0,11566041,2492.953293,5.773819433,TESSy,2021-02-22
Belgium,BE,2021-W09,national,BE,Belgium,16429.0,309353.0,11566041,2674.666292,5.310761493,TESSy,2021-03-01
Belgium,BE,2021-W10,national,BE,Belgium,21255.0,340088.0,11566041,2940.401128,6.249852979,TESSy,2021-03-08
Belgium,BE,2021-W11,national,BE,Belgium,29329.0,416389.0,11566041,3600.099637,7.043653891,TESSy,2021-03-15
Belgium,BE,2021-W12,national,BE,Belgium,33998.0,481533.0,11566041,4163.334714,7.060367618,TESSy,2021-03-22
Belgium,BE,2021-W13,national,BE,Belgium,29873.0,415163.0,11566041,3589.49964,7.195487074,TESSy,2021-03-29
Belgium,BE,2021-W14,national,BE,Belgium,24193.0,285086.0,11566041,2464.853791,8.486211178,TESSy,2021-04-05
Belgium,BE,2021-W15,national,BE,Belgium,24371.0,282774.0,11566041,2444.864237,8.61854343,TESSy,2021-04-12
Belgium,BE,2021-W16,national,BE,Belgium,24423.0,311363.0,11566041,2692.044754,7.843899243,TESSy,2021-04-19
Belgium,BE,2021-W17,national,BE,Belgium,20783.0,332183.0,11566041,2872.054491,6.256491151,TESSy,2021-04-26
Belgium,BE,2021-W18,national,BE,Belgium,20975.0,370831.0,11566041,3206.205131,5.656215365,TESSy,2021-05-03
Belgium,BE,2021-W19,national,BE,Belgium,14649.0,295024.0,11566041,2550.777747,4.96535875,TESSy,2021-05-10
Belgium,BE,2021-W20,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-05-17
Belgium,BE,2021-W21,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-05-24
Belgium,BE,2021-W22,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-05-31
Belgium,BE,2021-W23,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-06-07
Belgium,BE,2021-W24,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-06-14
Belgium,BE,2021-W25,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-06-21
Belgium,BE,2021-W26,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-06-28
Belgium,BE,2021-W27,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-07-05
Belgium,BE,2021-W28,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-07-12
Belgium,BE,2021-W29,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-07-19
Belgium,BE,2021-W30,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-07-26
Belgium,BE,2021-W31,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-08-02
Belgium,BE,2021-W32,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-08-09
Belgium,BE,2021-W33,national,BE,Belgium,14645.0,123800.0,11566041,1070.374902,5.656215365,,2021-08-16
