RNN_MSE,RNN_RMSE,RNN_MAE,RNN_MAPE,RNN_R2,Theta_MSE,Theta_RMSE,Theta_MAE,Theta_MAPE,Theta_R2,Winner
0.9785355925559998,0.9892095796927969,0.5995668768882751,367.6846981048584,0.10297006368637085,2.432531796469406,1.5596575894950166,0.8109542455164636,481.5134440370481,-1.229917557968752,RNN Model
